exercise_name,parent,leaf,ontology,score
py_three_boolean3,Operator,=,parser,5
py_three_boolean3,ComparisonOperator,==,parser,5
py_three_boolean3,LogicalOperator,and,parser,5
py_three_boolean3,Statement,ExpressionStatement,parser,5
py_three_boolean3,ConditionalStatement,IfElseStatement,parser,5
py_three_boolean3,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_three_boolean3,BuiltInFunction,input(),parser,5
py_three_boolean3,BuiltInFunction,int(),parser,5
py_three_boolean3,BuiltInFunction,print(),parser,5
py_three_boolean3,Python,Printing,education,5
py_three_boolean3,Python,HandlingInput,education,5
py_three_boolean3,CheckingCondition,IfElseChecking,education,5
py_three_boolean3,CheckingCondition,BooleanEvaluating,education,5
py_three_boolean3,ManagingVariable,AssigningVariable,education,5
py_three_boolean3,HandlingFunction,CallingFunctionLibrary,education,5
py_three_boolean3,HandlingStandardFunction,CallingStandardFunction,education,5
py_three_boolean3,HandlingInteger,TransformingToIntType,education,5
py_three_boolean3,HandlingString,CreatingString,education,4
py_boolean_dry_hot,Call,FunctionCall,parser,5
py_boolean_dry_hot,LogicalExpression,ComparisonExpression,parser,5
py_boolean_dry_hot,LogicalExpression,BooleanExpression,parser,5
py_boolean_dry_hot,Literal,StringLiteral,parser,5
py_boolean_dry_hot,Literal,BooleanLiteral,parser,5
py_boolean_dry_hot,NumericLiteral,IntegerLiteral,parser,5
py_boolean_dry_hot,Operator,=,parser,5
py_boolean_dry_hot,ComparisonOperator,==,parser,5
py_boolean_dry_hot,LogicalOperator,and,parser,5
py_boolean_dry_hot,Statement,ExpressionStatement,parser,4
py_boolean_dry_hot,ConditionalStatement,IfElseStatement,parser,5
py_boolean_dry_hot,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_boolean_dry_hot,BuiltInFunction,input(),parser,5
py_boolean_dry_hot,BuiltInFunction,int(),parser,5
py_boolean_dry_hot,BuiltInFunction,print(),parser,5
py_boolean_dry_hot,Python,Printing,education,5
py_boolean_dry_hot,Python,HandlingInput,education,5
py_boolean_dry_hot,CheckingCondition,IfElseChecking,education,5
py_boolean_dry_hot,CheckingCondition,BooleanEvaluating,education,4
py_boolean_dry_hot,ManagingVariable,AssigningVariable,education,5
py_boolean_dry_hot,HandlingFunction,CallingFunctionLibrary,education,5
py_boolean_dry_hot,HandlingStandardFunction,CallingStandardFunction,education,5
py_boolean_dry_hot,HandlingInteger,TransformingToIntType,education,5
py_boolean_dry_hot,HandlingString,CreatingString,education,4
py_boolean_dry_hot2,Call,FunctionCall,parser,5
py_boolean_dry_hot2,LogicalExpression,ComparisonExpression,parser,5
py_boolean_dry_hot2,LogicalExpression,BooleanExpression,parser,5
py_boolean_dry_hot2,Literal,StringLiteral,parser,5
py_boolean_dry_hot2,Literal,BooleanLiteral,parser,5
py_boolean_dry_hot2,NumericLiteral,IntegerLiteral,parser,5
py_boolean_dry_hot2,Operator,=,parser,5
py_boolean_dry_hot2,ComparisonOperator,==,parser,5
py_boolean_dry_hot2,LogicalOperator,or,parser,5
py_boolean_dry_hot2,Statement,ExpressionStatement,parser,4
py_boolean_dry_hot2,ConditionalStatement,IfElseStatement,parser,5
py_boolean_dry_hot2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_boolean_dry_hot2,BuiltInFunction,input(),parser,5
py_boolean_dry_hot2,BuiltInFunction,int(),parser,5
py_boolean_dry_hot2,BuiltInFunction,print(),parser,5
py_boolean_dry_hot2,Python,HandlingInput,education,5
py_boolean_dry_hot2,Python,Printing,education,4
py_boolean_dry_hot2,CheckingCondition,IfElseChecking,education,5
py_boolean_dry_hot2,CheckingCondition,BooleanEvaluating,education,4
py_boolean_dry_hot2,ManagingVariable,AssigningVariable,education,5
py_boolean_dry_hot2,HandlingFunction,CallingFunctionLibrary,education,5
py_boolean_dry_hot2,HandlingStandardFunction,CallingStandardFunction,education,5
py_boolean_dry_hot2,HandlingInteger,TransformingToIntType,education,5
py_boolean_dry_hot2,HandlingString,CreatingString,education,4
py_boolean_dry_hot3,Call,FunctionCall,parser,5
py_boolean_dry_hot3,LogicalExpression,ComparisonExpression,parser,5
py_boolean_dry_hot3,LogicalExpression,BooleanExpression,parser,5
py_boolean_dry_hot3,Literal,StringLiteral,parser,5
py_boolean_dry_hot3,Literal,BooleanLiteral,parser,5
py_boolean_dry_hot3,NumericLiteral,IntegerLiteral,parser,5
py_boolean_dry_hot3,Operator,=,parser,5
py_boolean_dry_hot3,ComparisonOperator,==,parser,5
py_boolean_dry_hot3,LogicalOperator,and,parser,5
py_boolean_dry_hot3,LogicalOperator,not,parser,5
py_boolean_dry_hot3,Statement,ExpressionStatement,parser,5
py_boolean_dry_hot3,ConditionalStatement,IfElseStatement,parser,5
py_boolean_dry_hot3,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_boolean_dry_hot3,BuiltInFunction,input(),parser,5
py_boolean_dry_hot3,BuiltInFunction,int(),parser,5
py_boolean_dry_hot3,BuiltInFunction,print(),parser,5
py_boolean_dry_hot3,Python,Printing,education,5
py_boolean_dry_hot3,Python,HandlingInput,education,5
py_boolean_dry_hot3,CheckingCondition,IfElseChecking,education,5
py_boolean_dry_hot3,CheckingCondition,BooleanEvaluating,education,5
py_boolean_dry_hot3,ManagingVariable,AssigningVariable,education,5
py_boolean_dry_hot3,HandlingFunction,CallingFunctionLibrary,education,5
py_boolean_dry_hot3,HandlingStandardFunction,CallingStandardFunction,education,5
py_boolean_dry_hot3,HandlingInteger,TransformingToIntType,education,5
py_boolean_dry_hot3,HandlingString,CreatingString,education,4
py_boolean_dry_hot4,Call,FunctionCall,parser,5
py_boolean_dry_hot4,LogicalExpression,ComparisonExpression,parser,5
py_boolean_dry_hot4,LogicalExpression,BooleanExpression,parser,5
py_boolean_dry_hot4,Literal,StringLiteral,parser,5
py_boolean_dry_hot4,Literal,BooleanLiteral,parser,5
py_boolean_dry_hot4,NumericLiteral,IntegerLiteral,parser,5
py_boolean_dry_hot4,Operator,=,parser,5
py_boolean_dry_hot4,ComparisonOperator,==,parser,5
py_boolean_dry_hot4,LogicalOperator,and,parser,5
py_boolean_dry_hot4,LogicalOperator,or,parser,5
py_boolean_dry_hot4,LogicalOperator,not,parser,5
py_boolean_dry_hot4,Statement,ExpressionStatement,parser,4
py_boolean_dry_hot4,ConditionalStatement,IfElseStatement,parser,5
py_boolean_dry_hot4,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_boolean_dry_hot4,BuiltInFunction,input(),parser,5
py_boolean_dry_hot4,BuiltInFunction,int(),parser,5
py_boolean_dry_hot4,BuiltInFunction,print(),parser,5
py_boolean_dry_hot4,Python,Printing,education,5
py_boolean_dry_hot4,Python,HandlingInput,education,5
py_boolean_dry_hot4,CheckingCondition,IfElseChecking,education,5
py_boolean_dry_hot4,CheckingCondition,BooleanEvaluating,education,5
py_boolean_dry_hot4,ManagingVariable,AssigningVariable,education,5
py_boolean_dry_hot4,HandlingFunction,CallingFunctionLibrary,education,5
py_boolean_dry_hot4,HandlingStandardFunction,CallingStandardFunction,education,5
py_boolean_dry_hot4,HandlingInteger,TransformingToIntType,education,5
py_boolean_dry_hot4,HandlingString,CreatingString,education,4
py_str_repeat_chars,Call,FunctionCall,parser,5
py_str_repeat_chars,ArithmeticExpression,BinaryOperation,parser,5
py_str_repeat_chars,Literal,StringLiteral,parser,5
py_str_repeat_chars,NumericLiteral,IntegerLiteral,parser,5
py_str_repeat_chars,Operator,=,parser,5
py_str_repeat_chars,DefinitionStatement,FunctionDefinition,parser,5
py_str_repeat_chars,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_str_repeat_chars,IterationStatement,ForStatement,parser,5
py_str_repeat_chars,ArtithmeticOperator,*,parser,5
py_str_repeat_chars,AssignmentStatement,AugmentedAssignmentStatement,parser,5
py_str_repeat_chars,BuiltInFunction,print(),parser,5
py_str_repeat_chars,Statement,ExpressionStatement,parser,5
py_str_repeat_chars,BuiltInFunction,str(),parser,4
py_str_repeat_chars,MembershipOperator,in,parser,5
py_str_repeat_chars,ArtithmeticOperator,+,parser,5
py_str_repeat_chars,Python,Concatenation,education,5
py_str_repeat_chars,Python,Printing,education,5
py_str_repeat_chars,ManagingVariable,AssigningVariable,education,4
py_str_repeat_chars,ManagingVariable,UpdatingVariable,education,5
py_str_repeat_chars,HandlingFunction,CallingFunctionLibrary,education,5
py_str_repeat_chars,HandlingStandardFunction,CallingStandardFunction,education,5
py_str_repeat_chars,HandlingStandardFunction,DefiningStandardFunction,education,5
py_str_repeat_chars,NonNestedIteration,SingleForLoopIteration,education,5
py_str_repeat_chars,HandlingString,CreatingString,education,5
py_str_repeat_chars,HandlingString,FormattingString,education,4
py_str_repeat_chars,HandlingString,ReplacingStringContent,education,5
py_str_repeat_chars,ForLoopWithUpdate,ForLoopWith+=,education,5
py_str_repeat_chars,ArithmeticOperation,Multiplication,education,5
py_str_repeat_chars,ArithmeticOperation,Addition,education,5
