exercise_name,parent,leaf,score
py_fail_course,HandlingStandardFunction,CallingStandardFunction,0
py_fail_course,HandlingRecursiveFunction,CallingRecursiveFunction,0
py_fail_course,HandlingRecursiveFunction,DefiningRecursiveFunction,0
py_fail_course,HandlingFloat,TransformingToFloatType,0
py_fail_course,HandlingTuple,SlicingTuple,0
py_fail_course,HandlingTuple,CreatingTuple,0
py_fail_course,HandlingTuple,IndexingTuple,0
py_fail_course,HandlingList,ReplacingListElement,0
py_fail_course,HandlingList,ReversingList,0
py_fail_course,HandlingList,SlicingList,0
py_fail_course,HandlingList,ListReferencing,0
py_fail_course,HandlingList,CreatingList,0
py_fail_course,HandlingList,IndexingList,0
py_fail_course,HandlingList,DeletingListElement,0
py_fail_course,AddingListElement,AddingListElementWithInsert,0
py_fail_course,AddingListElement,AddingListElementWithAppend,0
py_fail_course,HandlingDictionary,AddingItemToDictionary,0
py_fail_course,HandlingDictionary,ReplacingDictionaryElement,0
py_fail_course,HandlingDictionary,IndexingDictionary,0
py_fail_course,HandlingDictionary,AccessingDictionary,0
py_fail_course,HandlingDictionary,CreatingDictionary,0
py_fail_course,HandlingFile,ClosingFile,0
py_fail_course,HandlingFile,ReadingLine,4
py_fail_course,HandlingFile,OpeningFile,0
py_fail_course,HandlingString,ReplacingStringContent,0
py_fail_course,HandlingString,CreatingString,3
py_fail_course,HandlingString,SlicingString,0
py_fail_course,HandlingString,SplittingString,0
py_fail_course,HandlingString,IndexingString,0
py_fail_course,HandlingString,FormattingString,0
py_fail_course,HandlingString,TrimmingString,0
py_fail_course,HandlingString,TransformingToStringType,3
py_fail_course,ModifyingStringCase,CapitalizeString,0
py_fail_course,ModifyingStringCase,ConvertStringToLowerCase,0
py_fail_course,ModifyingStringCase,ConvertStringToUpperCase,0
py_fail_course,HandlingInteger,TransformingToIntType,5
py_fail_course,ManagingVariable,UpdatingVariable,4
py_fail_course,ManagingVariable,SwappingVariablesValue,0
py_fail_course,ManagingVariable,AssigningVariable,5
py_fail_course,ArithmeticOperation,FindMinimum,0
py_fail_course,ArithmeticOperation,Round,0
py_fail_course,ArithmeticOperation,Power,0
py_fail_course,ArithmeticOperation,FindRemainder,0
py_fail_course,ArithmeticOperation,FindAbsolute,0
py_fail_course,ArithmeticOperation,Addition,0
py_fail_course,ArithmeticOperation,Multiplication,0
py_fail_course,ArithmeticOperation,Substraction,0
py_fail_course,ArithmeticOperation,FindMaximum,0
py_fail_course,ArithmeticOperation,Division,0
py_fail_course,CheckingCondition,IfElifElseChecking,5
py_fail_course,CheckingCondition,AssertChecking,0
py_fail_course,CheckingCondition,IfElifChecking,0
py_fail_course,CheckingCondition,BooleanEvaluating,5
py_fail_course,CheckingCondition,IfElseChecking,5
py_fail_course,CheckingCondition,NestedIfChecking,0
py_fail_course,CheckingCondition,IfChecking,0
py_fail_course,CheckingInForLoop,IfCheckingInForLoop,0
py_fail_course,CheckingInForLoop,IfElseCheckingInForLoop,0
py_fail_course,CheckingInForLoop,IfElifElseCheckingInForLoop,0
py_fail_course,CheckingInForLoop,IfElifCheckingInForLoop,0
py_fail_course,CheckingInWhileLoop,IfElseCheckingInWhileLoop,0
py_fail_course,CheckingInWhileLoop,IfElifCheckingInWhileLoop,0
py_fail_course,CheckingInWhileLoop,IfCheckingInWhileLoop,0
py_fail_course,CheckingInWhileLoop,IfElifElseCheckingInWhileLoop,0
py_fail_course2,ClassMethod,__init()__,0
py_fail_course2,StringMethod,replace(),0
py_fail_course2,StringMethod,join(),0
py_fail_course2,StringMethod,capitalize(),0
py_fail_course2,StringMethod,split(),0
py_fail_course2,StringMethod,rstrip(),0
py_fail_course2,StringMethod,lower(),0
py_fail_course2,StringMethod,format(),0
py_fail_course2,ListMethod,insert(),0
py_fail_course2,ListMethod,pop(),0
py_fail_course2,ListMethod,append(),0
py_fail_course2,ListMethod,reverse(),0
py_fail_course2,ListMethod,remove(),0
py_fail_course2,DictionaryMethod,get(),0
py_fail_course2,DictionaryMethod,items(),0
py_fail_course2,DictionaryMethod,keys(),0
py_fail_course2,DictionaryMethod,values(),0
py_fail_course2,FileMethod,readline(),0
py_fail_course2,FileMethod,read(),0
py_fail_course2,FileMethod,close(),0
py_fail_course2,Error,OSError,0
py_fail_course2,Error,FileNotFoundError,0
py_fail_course2,Error,TypeError,2
py_fail_course2,Error,IndexError,0
py_fail_course2,Error,AssertionError,0
py_fail_course2,Error,IOError,1
py_fail_course2,Error,ValueError,2
py_fail_course2,Operator,=,5
py_fail_course2,LogicalOperator,not,0
py_fail_course2,LogicalOperator,or,5
py_fail_course2,LogicalOperator,and,0
py_fail_course2,ArtithmeticOperator,**,0
py_fail_course2,ArtithmeticOperator,Modulus,0
py_fail_course2,ArtithmeticOperator,/,0
py_fail_course2,ArtithmeticOperator,//,0
py_fail_course2,ArtithmeticOperator,+,0
py_fail_course2,ArtithmeticOperator,-,0
py_fail_course2,ArtithmeticOperator,*,0
py_fail_course2,ComparisonOperator,<=,0
py_fail_course2,ComparisonOperator,==,5
py_fail_course2,ComparisonOperator,Larger,0
py_fail_course2,ComparisonOperator,LargerOrEqual,0
py_fail_course2,ComparisonOperator,Less,5
py_fail_course2,ComparisonOperator,NotEqual,0
py_fail_course2,MembershipOperator,in,0
py_fail_course2,BuiltInFunction,round(),0
py_fail_course2,BuiltInFunction,dict(),0
py_fail_course2,BuiltInFunction,set(),0
py_fail_course2,BuiltInFunction,int(),5
py_fail_course2,BuiltInFunction,range(),0
py_fail_course2,BuiltInFunction,min(),0
py_fail_course2,BuiltInFunction,list(),0
py_fail_course2,BuiltInFunction,open(),0
py_fail_course2,BuiltInFunction,float(),0
py_fail_course2,BuiltInFunction,abs(),0
py_fail_course2,BuiltInFunction,next(),0
py_fail_course2,BuiltInFunction,str(),2
py_fail_course2,BuiltInFunction,len(),0
py_fail_course2,BuiltInFunction,max(),0
py_fail_course2,BuiltInFunction,tuple(),0
py_fail_course2,BuiltInFunction,input(),5
py_fail_course2,BuiltInFunction,print(),5
py_fail_course2,Statement,ExpressionStatement,5
py_fail_course2,DefinitionStatement,FunctionDefinition,0
py_fail_course2,DefinitionStatement,ClassDefinition,0
py_fail_course2,ImportStatement,Import,0
py_fail_course2,ImportStatement,ImportFrom,0
py_fail_course2,ExceptionHandlingStatement,TryStatement,0
py_fail_course2,ExceptionHandlingStatement,AssertStatement,0
py_fail_course2,ExceptionHandlingStatement,RaiseStatement,0
py_fail_course2,IterationStatement,ForStatement,0
py_fail_course2,IterationStatement,WhileStatement,0
py_fail_course2,ConditionalStatement,IfStatement,4
py_fail_course2,ConditionalStatement,IfElifElseStatement,0
py_fail_course2,ConditionalStatement,IfElifStatement,0
py_fail_course2,ConditionalStatement,IfElseStatement,5
py_fail_course2,AssignmentStatement,SimpleAssignmentStatement,5
py_fail_course2,AssignmentStatement,AugmentedAssignmentStatement,0
py_fail_course2,JumpStatement,BreakStatement,0
py_fail_course2,JumpStatement,ReturnStatement,0
py_fail_course2,JumpStatement,ContinueStatement,0
py_fail_course2,JumpStatement,PassStatement,0
py_fail_course2,SubscriptExpression,SlicingExpression,0
py_fail_course2,SubscriptExpression,IndexingExpression,0
py_fail_course2,Call,FunctionCall,5
py_fail_course2,LogicalExpression,BooleanExpression,5
py_fail_course2,LogicalExpression,ComparisonExpression,5
py_fail_course2,ArithmeticExpression,BinaryOperation,4
py_fail_course2,ArithmeticExpression,UnaryOperation,0
py_fail_course2,Literal,BooleanLiteral,5
py_fail_course2,Literal,StringLiteral,5
py_fail_course2,Literal,NoneLiteral,0
py_fail_course2,NumericLiteral,IntegerLiteral,5
py_fail_course2,NumericLiteral,FloatLiteral,0
py_fail_course2,LiteralCollection,SetLiteral,0
py_fail_course2,LiteralCollection,ListLiteral,0
py_fail_course2,LiteralCollection,DictLiteral,0
py_fail_course2,LiteralCollection,TupleLiteral,0
py_fail_course2,Python,FindingLength,0
py_fail_course2,Python,CheckingForItem,0
py_fail_course2,Python,Concatenation,0
py_fail_course2,Python,HandlingInput,5
py_fail_course2,Python,Printing,5
py_fail_course2,Python,Importing,0
py_fail_course2,HandlingObjectOrientedProgramming,DefiningClass,0
py_fail_course2,HandlingObjectOrientedProgramming,DefiningOOPMethod,0
py_fail_course2,HandlingObjectOrientedProgramming,CallingOOPMethod,0
py_fail_course2,HandlingObjectOrientedProgramming,CreatingObject,0
py_fail_course2,HandlingError,HandlingSpecificError,0
py_fail_course2,HandlingError,HandlingGeneralError,0
py_fail_course2,HandlingAdvancedDataStructure,LinkedListTask,0
py_fail_course2,HandlingAdvancedDataStructure,StackTask,0
py_fail_course2,HandlingAdvancedDataStructure,BinaryTreeTask,0
py_fail_course2,HandlingAdvancedDataStructure,QueueTask,0
py_fail_course2,TwoDimensionalArrayTask,ReplacingElement2DArray,0
py_fail_course2,TwoDimensionalArrayTask,Indexing2DArray,0
py_fail_course2,TwoDimensionalArrayTask,Create2DArray,0
py_fail_course2,NonNestedIteration,SingleWhileLoopIteration,0
py_fail_course2,NonNestedIteration,SingleForLoopIteration,0
py_fail_course2,WhileLoopWithUpdate,WhileLoopWith+=,0
py_fail_course2,WhileLoopWithUpdate,WhileLoopWith*=,0
py_fail_course2,WhileLoopWithUpdate,WhileLoopWithListIndexing,0
py_fail_course2,NestedLoopIteration,MixedNestedLoopIteration,0
py_fail_course2,NestedLoopIteration,NestedWhileLoopIteration,0
py_fail_course2,NestedLoopIteration,NestedForLoopIteration,0
py_fail_course2,ForLoopWithUpdate,ForLoopWith*=,0
py_fail_course2,ForLoopWithUpdate,ForLoopWithListIndexing,0
py_fail_course2,ForLoopWithUpdate,ForLoopWith+=,0
py_fail_course2,HandlingFunction,CallingFunctionLibrary,4
py_fail_course2,HandlingFunction,NestedFunctionCall,0
py_fail_course2,HandlingNestedFunction,CallingNestedFunction,0
py_fail_course2,HandlingNestedFunction,DefiningNestedFunction,0
py_fail_course2,HandlingFunctionCallingFunction,DefiningFunctionCallingFunction,0
py_fail_course2,HandlingFunctionCallingFunction,CallingFunctionCallingFunction,0
py_fail_course2,HandlingStandardFunction,DefiningStandardFunction,0
py_fail_course2,HandlingStandardFunction,CallingStandardFunction,5
py_fail_course2,HandlingRecursiveFunction,CallingRecursiveFunction,0
py_fail_course2,HandlingRecursiveFunction,DefiningRecursiveFunction,0
py_fail_course2,HandlingFloat,TransformingToFloatType,0
py_fail_course2,HandlingTuple,SlicingTuple,0
py_fail_course2,HandlingTuple,CreatingTuple,0
py_fail_course2,HandlingTuple,IndexingTuple,0
py_fail_course2,HandlingList,ReplacingListElement,0
py_fail_course2,HandlingList,ReversingList,0
py_fail_course2,HandlingList,SlicingList,0
py_fail_course2,HandlingList,ListReferencing,0
py_fail_course2,HandlingList,CreatingList,0
py_fail_course2,HandlingList,IndexingList,0
py_fail_course2,HandlingList,DeletingListElement,0
py_fail_course2,AddingListElement,AddingListElementWithInsert,0
py_fail_course2,AddingListElement,AddingListElementWithAppend,0
py_fail_course2,HandlingDictionary,AddingItemToDictionary,0
py_fail_course2,HandlingDictionary,ReplacingDictionaryElement,0
py_fail_course2,HandlingDictionary,IndexingDictionary,0
py_fail_course2,HandlingDictionary,AccessingDictionary,0
py_fail_course2,HandlingDictionary,CreatingDictionary,0
py_fail_course2,HandlingFile,ClosingFile,0
py_fail_course2,HandlingFile,ReadingLine,3
py_fail_course2,HandlingFile,OpeningFile,0
py_fail_course2,HandlingString,ReplacingStringContent,0
py_fail_course2,HandlingString,CreatingString,4
py_fail_course2,HandlingString,SlicingString,0
py_fail_course2,HandlingString,SplittingString,0
py_fail_course2,HandlingString,IndexingString,0
py_fail_course2,HandlingString,FormattingString,0
py_fail_course2,HandlingString,TrimmingString,0
py_fail_course2,HandlingString,TransformingToStringType,3
py_fail_course2,ModifyingStringCase,CapitalizeString,0
py_fail_course2,ModifyingStringCase,ConvertStringToLowerCase,0
py_fail_course2,ModifyingStringCase,ConvertStringToUpperCase,0
py_fail_course2,HandlingInteger,TransformingToIntType,5
py_fail_course2,ManagingVariable,UpdatingVariable,5
py_fail_course2,ManagingVariable,SwappingVariablesValue,0
py_fail_course2,ManagingVariable,AssigningVariable,5
py_fail_course2,ArithmeticOperation,FindMinimum,0
py_fail_course2,ArithmeticOperation,Round,0
py_fail_course2,ArithmeticOperation,Power,0
py_fail_course2,ArithmeticOperation,FindRemainder,0
py_fail_course2,ArithmeticOperation,FindAbsolute,0
py_fail_course2,ArithmeticOperation,Addition,0
py_fail_course2,ArithmeticOperation,Multiplication,0
py_fail_course2,ArithmeticOperation,Substraction,0
py_fail_course2,ArithmeticOperation,FindMaximum,0
py_fail_course2,ArithmeticOperation,Division,0
py_fail_course2,CheckingCondition,IfElifElseChecking,5
py_fail_course2,CheckingCondition,AssertChecking,0
py_fail_course2,CheckingCondition,IfElifChecking,0
py_fail_course2,CheckingCondition,BooleanEvaluating,5
py_fail_course2,CheckingCondition,IfElseChecking,5
py_fail_course2,CheckingCondition,NestedIfChecking,0
py_fail_course2,CheckingCondition,IfChecking,4
py_fail_course2,CheckingInForLoop,IfCheckingInForLoop,0
py_fail_course2,CheckingInForLoop,IfElseCheckingInForLoop,0
py_fail_course2,CheckingInForLoop,IfElifElseCheckingInForLoop,0
py_fail_course2,CheckingInForLoop,IfElifCheckingInForLoop,0
py_fail_course2,CheckingInWhileLoop,IfElseCheckingInWhileLoop,0
py_fail_course2,CheckingInWhileLoop,IfElifCheckingInWhileLoop,0
py_fail_course2,CheckingInWhileLoop,IfCheckingInWhileLoop,0
py_fail_course2,CheckingInWhileLoop,IfElifElseCheckingInWhileLoop,0
py_fail_course3,ClassMethod,__init()__,0
py_fail_course3,StringMethod,replace(),0
py_fail_course3,StringMethod,join(),0
py_fail_course3,StringMethod,capitalize(),0
py_fail_course3,StringMethod,split(),0
py_fail_course3,StringMethod,rstrip(),0
py_fail_course3,StringMethod,lower(),0
py_fail_course3,StringMethod,format(),0
py_fail_course3,ListMethod,insert(),0
py_fail_course3,ListMethod,pop(),0
py_fail_course3,ListMethod,append(),0
py_fail_course3,ListMethod,reverse(),0
py_fail_course3,ListMethod,remove(),0
py_fail_course3,DictionaryMethod,get(),0
py_fail_course3,DictionaryMethod,items(),0
py_fail_course3,DictionaryMethod,keys(),0
py_fail_course3,DictionaryMethod,values(),0
py_fail_course3,FileMethod,readline(),0
py_fail_course3,FileMethod,read(),0
py_fail_course3,FileMethod,close(),0
py_fail_course3,Error,OSError,1
py_fail_course3,Error,FileNotFoundError,0
py_fail_course3,Error,TypeError,2
py_fail_course3,Error,IndexError,0
py_fail_course3,Error,AssertionError,0
py_fail_course3,Error,IOError,1
py_fail_course3,Error,ValueError,2
py_fail_course3,Operator,=,5
py_fail_course3,LogicalOperator,not,5
py_fail_course3,LogicalOperator,or,0
py_fail_course3,LogicalOperator,and,0
py_fail_course3,ArtithmeticOperator,**,0
py_fail_course3,ArtithmeticOperator,Modulus,0
py_fail_course3,ArtithmeticOperator,/,0
py_fail_course3,ArtithmeticOperator,//,0
py_fail_course3,ArtithmeticOperator,+,0
py_fail_course3,ArtithmeticOperator,-,0
py_fail_course3,ArtithmeticOperator,*,0
py_fail_course3,ComparisonOperator,<=,0
py_fail_course3,ComparisonOperator,==,5
py_fail_course3,ComparisonOperator,Larger,5
py_fail_course3,ComparisonOperator,LargerOrEqual,0
py_fail_course3,ComparisonOperator,Less,0
py_fail_course3,ComparisonOperator,NotEqual,0
py_fail_course3,MembershipOperator,in,0
py_fail_course3,BuiltInFunction,round(),0
py_fail_course3,BuiltInFunction,dict(),0
py_fail_course3,BuiltInFunction,set(),0
py_fail_course3,BuiltInFunction,int(),5
py_fail_course3,BuiltInFunction,range(),0
py_fail_course3,BuiltInFunction,min(),0
py_fail_course3,BuiltInFunction,list(),0
py_fail_course3,BuiltInFunction,open(),0
py_fail_course3,BuiltInFunction,float(),0
py_fail_course3,BuiltInFunction,abs(),0
py_fail_course3,BuiltInFunction,next(),0
py_fail_course3,BuiltInFunction,str(),1
py_fail_course3,BuiltInFunction,len(),0
py_fail_course3,BuiltInFunction,max(),0
py_fail_course3,BuiltInFunction,tuple(),0
py_fail_course3,BuiltInFunction,print(),5
py_fail_course3,BuiltInFunction,input(),5
py_fail_course3,Statement,ExpressionStatement,5
py_fail_course3,DefinitionStatement,FunctionDefinition,0
py_fail_course3,DefinitionStatement,ClassDefinition,0
py_fail_course3,ImportStatement,ImportFrom,0
py_fail_course3,ImportStatement,Import,0
py_fail_course3,ExceptionHandlingStatement,TryStatement,0
py_fail_course3,ExceptionHandlingStatement,AssertStatement,0
py_fail_course3,ExceptionHandlingStatement,RaiseStatement,0
py_fail_course3,IterationStatement,ForStatement,0
py_fail_course3,IterationStatement,WhileStatement,0
py_fail_course3,ConditionalStatement,IfStatement,5
py_fail_course3,ConditionalStatement,IfElifElseStatement,3
py_fail_course3,ConditionalStatement,IfElifStatement,0
py_fail_course3,ConditionalStatement,IfElseStatement,5
py_fail_course3,AssignmentStatement,SimpleAssignmentStatement,5
py_fail_course3,AssignmentStatement,AugmentedAssignmentStatement,0
py_fail_course3,JumpStatement,BreakStatement,0
py_fail_course3,JumpStatement,ReturnStatement,0
py_fail_course3,JumpStatement,ContinueStatement,0
py_fail_course3,JumpStatement,PassStatement,0
py_fail_course3,SubscriptExpression,SlicingExpression,0
py_fail_course3,SubscriptExpression,IndexingExpression,0
py_fail_course3,Call,FunctionCall,5
py_fail_course3,LogicalExpression,BooleanExpression,5
py_fail_course3,LogicalExpression,ComparisonExpression,5
py_fail_course3,ArithmeticExpression,BinaryOperation,4
py_fail_course3,ArithmeticExpression,UnaryOperation,5
py_fail_course3,Literal,BooleanLiteral,5
py_fail_course3,Literal,StringLiteral,5
py_fail_course3,Literal,NoneLiteral,0
py_fail_course3,NumericLiteral,IntegerLiteral,5
py_fail_course3,NumericLiteral,FloatLiteral,0
py_fail_course3,LiteralCollection,SetLiteral,0
py_fail_course3,LiteralCollection,ListLiteral,0
py_fail_course3,LiteralCollection,DictLiteral,0
py_fail_course3,LiteralCollection,TupleLiteral,0
py_fail_course3,Python,FindingLength,0
py_fail_course3,Python,CheckingForItem,0
py_fail_course3,Python,Concatenation,0
py_fail_course3,Python,HandlingInput,5
py_fail_course3,Python,Printing,5
py_fail_course3,Python,Importing,0
py_fail_course3,HandlingObjectOrientedProgramming,DefiningClass,0
py_fail_course3,HandlingObjectOrientedProgramming,DefiningOOPMethod,0
py_fail_course3,HandlingObjectOrientedProgramming,CallingOOPMethod,0
py_fail_course3,HandlingObjectOrientedProgramming,CreatingObject,0
py_fail_course3,HandlingError,HandlingSpecificError,0
py_fail_course3,HandlingError,HandlingGeneralError,0
py_fail_course3,HandlingAdvancedDataStructure,LinkedListTask,0
py_fail_course3,HandlingAdvancedDataStructure,StackTask,0
py_fail_course3,HandlingAdvancedDataStructure,BinaryTreeTask,0
py_fail_course3,HandlingAdvancedDataStructure,QueueTask,0
py_fail_course3,TwoDimensionalArrayTask,ReplacingElement2DArray,0
py_fail_course3,TwoDimensionalArrayTask,Indexing2DArray,0
py_fail_course3,TwoDimensionalArrayTask,Create2DArray,0
py_fail_course3,NonNestedIteration,SingleWhileLoopIteration,0
py_fail_course3,NonNestedIteration,SingleForLoopIteration,0
py_fail_course3,WhileLoopWithUpdate,WhileLoopWith+=,0
py_fail_course3,WhileLoopWithUpdate,WhileLoopWith*=,0
py_fail_course3,WhileLoopWithUpdate,WhileLoopWithListIndexing,0
py_fail_course3,NestedLoopIteration,MixedNestedLoopIteration,0
py_fail_course3,NestedLoopIteration,NestedWhileLoopIteration,0
py_fail_course3,NestedLoopIteration,NestedForLoopIteration,0
py_fail_course3,ForLoopWithUpdate,ForLoopWith*=,0
py_fail_course3,ForLoopWithUpdate,ForLoopWithListIndexing,0
py_fail_course3,ForLoopWithUpdate,ForLoopWith+=,0
py_fail_course3,HandlingFunction,CallingFunctionLibrary,5
py_fail_course3,HandlingFunction,NestedFunctionCall,0
py_fail_course3,HandlingNestedFunction,CallingNestedFunction,0
py_fail_course3,HandlingNestedFunction,DefiningNestedFunction,0
py_fail_course3,HandlingFunctionCallingFunction,DefiningFunctionCallingFunction,0
py_fail_course3,HandlingFunctionCallingFunction,CallingFunctionCallingFunction,0
py_fail_course3,HandlingStandardFunction,DefiningStandardFunction,0
py_fail_course3,HandlingStandardFunction,CallingStandardFunction,5
py_fail_course3,HandlingRecursiveFunction,CallingRecursiveFunction,0
py_fail_course3,HandlingRecursiveFunction,DefiningRecursiveFunction,0
py_fail_course3,HandlingFloat,TransformingToFloatType,0
py_fail_course3,HandlingTuple,SlicingTuple,0
py_fail_course3,HandlingTuple,CreatingTuple,0
py_fail_course3,HandlingTuple,IndexingTuple,0
py_fail_course3,HandlingList,ReplacingListElement,0
py_fail_course3,HandlingList,ReversingList,0
py_fail_course3,HandlingList,SlicingList,0
py_fail_course3,HandlingList,ListReferencing,0
py_fail_course3,HandlingList,CreatingList,0
py_fail_course3,HandlingList,IndexingList,0
py_fail_course3,HandlingList,DeletingListElement,0
py_fail_course3,AddingListElement,AddingListElementWithInsert,0
py_fail_course3,AddingListElement,AddingListElementWithAppend,0
py_fail_course3,HandlingDictionary,AddingItemToDictionary,0
py_fail_course3,HandlingDictionary,ReplacingDictionaryElement,0
py_fail_course3,HandlingDictionary,IndexingDictionary,0
py_fail_course3,HandlingDictionary,AccessingDictionary,0
