exercise_name,educational_list,parser_list
ae_adl_format2,"[Printing, AssigningValueVariable, FormattingString, CallingLibraryFunction, NestedFunctionCall, CreatingString]","[FloatLiteral, print(), =, format(), FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement]"
ae_adl_functions1,"[DefiningSimpleFunction, Printing, CallingLibraryFunction, CreatingString]","[FunctionCall, StringLiteral, FunctionDefinition, print(), ExpressionStatement]"
ae_adl_functions2,"[Addition, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, Division, CreatingString, CallingSimpleFunction]","[+, print(), ReturnStatement, IntegerLiteral, =, /, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_functions3,"[NestedFunctionCall, Multiplication, Addition, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, Substraction, CreatingString]","[+, FunctionDefinition, FloatLiteral, print(), ReturnStatement, =, *, FunctionCall, StringLiteral, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral]"
ae_adl_greet,"[AssigningValueVariable, HandlingInput, CallingLibraryFunction, CreatingString, Printing]","[print(), =, input(), FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement]"
ae_adl_hello,"[CreatingString, Printing, CallingLibraryFunction]","[FunctionCall, StringLiteral, print(), ExpressionStatement]"
ae_adl_hiscore1,"[IfChecking, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[print(), IntegerLiteral, =, Larger, ComparisonExpression, IfStatement, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_hiscore2,"[IfChecking, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[print(), IntegerLiteral, =, Larger, ComparisonExpression, IfStatement, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_ifelifelse,"[AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, IfElifElseChecking, CreatingString]","[print(), IntegerLiteral, IfElifElseStatement, =, Larger, ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_ifelse,"[IfElseChecking, FindRemainder, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[print(), IntegerLiteral, =, IfElseStatement, ComparisonExpression, Modulus, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, ==]"
ae_adl_input1,"[Multiplication, TransformingToIntType, Addition, HandlingInput, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingString]","[+, print(), int(), =, input(), *, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_input2,"[TransformingToFloatType, Multiplication, AssigningValueVariable, HandlingInput, CallingLibraryFunction, Printing, NestedFunctionCall, CreatingString]","[FloatLiteral, print(), =, float(), input(), *, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_lists1,"[AddingListElementWithAppend, FindingLength, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingList, IndexingList, CreatingString]","[print(), IntegerLiteral, =, len(), append(), ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression]"
ae_adl_lists2,"[SingleForLoopIteration, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingList, CreatingString]","[ForStatement, print(), IntegerLiteral, in, ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =]"
ae_adl_lists3,"[SingleForLoopIteration, FindingLength, Multiplication, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingList, ForLoopWithListIndexing, ForLoopWith*=, ChangingValueListElement, NestedFunctionCall, CreatingString]","[ForStatement, range(), print(), IntegerLiteral, =, *, in, len(), ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression]"
ae_adl_logic,"[BooleanEvaluating, AssigningValueVariable, Substraction, ChangingValueVariable]","[or, IntegerLiteral, Less, =, Larger, ComparisonExpression, LargerOrEqual, -, and, SimpleAssignmentStatement, ExpressionStatement, BooleanOperation]"
ae_adl_nested_if,"[IfElseChecking, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, NestedIfChecking, CreatingString]","[print(), IntegerLiteral, Less, =, IfElseStatement, ComparisonExpression, LargerOrEqual, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_objects1,"[AssigningValueVariable, CreatingObject, CallingLibraryFunction, Printing, CallingObjectMethod]","[IntegerLiteral, FunctionCall, =, print(), SimpleAssignmentStatement, ExpressionStatement]"
ae_adl_objects2,"[DefiningObjectMethod, DefiningClass, IfChecking, Addition, AssigningValueVariable, CreatingObject, CallingLibraryFunction, BooleanEvaluating, Printing, FindMinimum, CallingObjectMethod, Substraction]","[ClassDefinition, +, min(), FunctionDefinition, print(), ReturnStatement, IntegerLiteral, Less, =, BooleanLiteral, Larger, ComparisonExpression, IfStatement, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_objects3,"[DefiningObjectMethod, DefiningClass, AccessingDictionary, Addition, CreatingObject, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, CreatingDictionary, AddingItemToDictionary, CallingObjectMethod, IndexingDictionary, ChangingValueDictionaryElement, Substraction]","[ClassDefinition, +, FunctionDefinition, print(), ReturnStatement, AugmentedAssignmentStatement, =, FunctionCall, DictLiteral, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression, IntegerLiteral, init()]"
ae_adl_recursion,"[Multiplication, IfElseChecking, CallingLibraryFunction, DefiningRecursiveFunction, BooleanEvaluating, CallingRecursiveFunction, Substraction, NestedFunctionCall, CreatingString, Printing]","[FunctionDefinition, print(), ReturnStatement, IntegerLiteral, Less, IfElseStatement, *, ComparisonExpression, FunctionCall, StringLiteral, -, ExpressionStatement, BinaryOperation]"
ae_adl_returnvalue,"[TransformingToFloatType, Multiplication, AssigningValueVariable, HandlingInput, FormattingString, CallingLibraryFunction, Printing, DefiningSimpleFunction, NestedFunctionCall, CreatingString, CallingSimpleFunction]","[FloatLiteral, print(), ReturnStatement, =, *, float(), input(), format(), FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_simple_arithmetics,"[Multiplication, Addition, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingString]","[+, IntegerLiteral, =, *, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, print()]"
ae_adl_strings,"[FindingLength, AssigningValueVariable, CallingLibraryFunction, CreatingString, Printing, Concatenation]","[+, print(), =, len(), FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_swap,"[SwappingValueVariables, AssigningValueVariable, Printing, CallingLibraryFunction, CreatingString]","[print(), IntegerLiteral, =, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement]"
ae_adl_tryexcept1,"[TransformingToIntType, Addition, AssigningValueVariable, CallingLibraryFunction, HandlingSpecificError, Printing, CreatingString]","[TryStatement, +, print(), =, ValueError, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, int()]"
ae_adl_tryexcept2,"[TransformingToIntType, Addition, AssigningValueVariable, CallingLibraryFunction, HandlingSpecificError, Printing, DefiningFunctionCallingFunction, DefiningSimpleFunction, CallingFunctionCallingFunction, Division, CreatingString]","[TryStatement, +, print(), ReturnStatement, int(), =, /, ValueError, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral]"
ae_adl_vals_refs1,"[AssigningValueVariable, CallingLibraryFunction, Printing, CallingFunctionCallingFunction, DefiningSimpleFunction, CreatingString, DefiningFunctionCallingFunction]","[print(), IntegerLiteral, =, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement]"
ae_adl_vals_refs2,"[AssigningValueVariable, CallingLibraryFunction, Printing, DefiningFunctionCallingFunction, DefiningSimpleFunction, CallingFunctionCallingFunction, CreatingList, ChangingValueListElement]","[print(), IntegerLiteral, =, ListLiteral, FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression]"
ae_adl_vals_refs3,"[AssigningValueVariable, CallingLibraryFunction, ListReferencing, Printing, DefiningSimpleFunction, CreatingList, ChangingValueListElement, CreatingString, CallingSimpleFunction]","[print(), IntegerLiteral, =, ListLiteral, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression]"
ae_adl_variables,"[Addition, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, Printing, CreatingString]","[+, print(), IntegerLiteral, =, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_adl_while,"[SingleWhileLoopIteration, Multiplication, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, WhileLoopWith*=, CreatingString, ChangingValueVariable]","[WhileStatement, print(), IntegerLiteral, Less, =, *, ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_python_assignment,"[ChangingValueVariable, Addition, AssigningValueVariable]","[+, =, IntegerLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_python_class1,"[AssigningValueVariable, CreatingObject, CallingLibraryFunction, Printing, CallingObjectMethod]","[IntegerLiteral, FunctionCall, =, print(), SimpleAssignmentStatement, ExpressionStatement]"
ae_python_class2,"[DefiningObjectMethod, DefiningClass, IfChecking, Addition, CreatingObject, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, FindMinimum, CallingObjectMethod, Substraction]","[ClassDefinition, +, min(), FunctionDefinition, print(), ReturnStatement, IntegerLiteral, Less, =, BooleanLiteral, Larger, ComparisonExpression, IfStatement, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, init()]"
ae_python_file,"[ClosingFile, SingleForLoopIteration, TransformingToIntType, TrimmingString, AssigningValueVariable, IfCheckingInForLoop, ReadingLine, CallingLibraryFunction, BooleanEvaluating, SplittingString, Printing, DefiningSimpleFunction, OpeningFile, IndexingList, CallingSimpleFunction]","[ForStatement, open(), print(), IntegerLiteral, Less, int(), close(), =, rstrip(), ComparisonExpression, split(), IfStatement, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression]"
ae_python_float,"[Multiplication, Addition, HandlingInput, AssigningValueVariable, CallingLibraryFunction, CreatingString, Printing, TransformingToFloatType]","[+, FloatLiteral, print(), =, input(), float(), *, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral]"
ae_python_for,"[SingleForLoopIteration, Multiplication, Printing, CallingLibraryFunction, CreatingString]","[ForStatement, range(), IntegerLiteral, *, FunctionCall, StringLiteral, ExpressionStatement, BinaryOperation, print()]"
ae_python_function,"[Multiplication, Addition, AssigningValueVariable, CallingLibraryFunction, Printing, CallingFunctionCallingFunction, DefiningSimpleFunction, NestedFunctionCall, CreatingString, DefiningFunctionCallingFunction]","[+, print(), ReturnStatement, IntegerLiteral, =, *, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_python_if,"[IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing]","[print(), IntegerLiteral, float(), input(), ComparisonExpression, FunctionCall, StringLiteral, ExpressionStatement, BinaryOperation]"
ae_python_input,"[AssigningValueVariable, HandlingInput, Printing, CallingLibraryFunction, CreatingString]","[print(), =, input(), FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement]"
ae_python_intro,"[Addition, AssigningValueVariable, Multiplication]","[+, FloatLiteral, IntegerLiteral, =, *, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
ae_python_list,"[SingleForLoopIteration, FindingLength, IfElseChecking, AddingListElementWithAppend, AssigningValueVariable, IfCheckingInForLoop, CallingLibraryFunction, BooleanEvaluating, Printing, DefiningFunctionCallingFunction, DefiningSimpleFunction, CallingFunctionCallingFunction, CreatingList, ChangingValueListElement, CreatingString]","[StringLiteral, ForStatement, print(), ReturnStatement, IntegerLiteral, =, IfElseStatement, Larger, ComparisonExpression, in, len(), ListLiteral, FunctionCall, append(), FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression]"
ae_python_split,"[SingleForLoopIteration, FindingLength, IfElseChecking, TransformingToIntType, Addition, IfCheckingInForLoop, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, SplittingString, Printing, DefiningSimpleFunction, IndexingList, IndexingString, ForLoopWith+=, CreatingString, CallingSimpleFunction]","[ForStatement, +, print(), IntegerLiteral, int(), =, IfElseStatement, Larger, ComparisonExpression, in, len(), IfStatement, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression, split(), FunctionCall]"
ae_python_while,"[SingleWhileLoopIteration, TransformingToIntType, Addition, HandlingInput, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, IfCheckingInWhileLoop, WhileLoopWith+=, NestedFunctionCall, CreatingString]","[NotEqual, +, WhileStatement, print(), IntegerLiteral, =, Larger, ComparisonExpression, IfStatement, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, int(), input()]"
objects_classes_loan,"[DefiningObjectMethod, TransformingToFloatType, DefiningClass, TransformingToIntType, Multiplication, Addition, AssigningValueVariable, HandlingInput, FormattingString, CreatingObject, CallingLibraryFunction, Printing, Power, Division, CallingObjectMethod, Substraction, NestedFunctionCall, CreatingString]","[ClassDefinition, +, FunctionDefinition, print(), ReturnStatement, int(), =, **, *, float(), input(), /, format(), FunctionCall, StringLiteral, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral]"
objects_classes_point,"[DefiningObjectMethod, DefiningClass, Addition, CreatingObject, AssigningValueVariable, CallingLibraryFunction, CreatingString, TransformingToStringType, ChangingValueVariable, Printing, CallingObjectMethod, NestedFunctionCall, Concatenation]","[ClassDefinition, +, print(), ReturnStatement, AugmentedAssignmentStatement, =, FunctionCall, FunctionDefinition, str(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral, StringLiteral]"
objects_classes_tv,"[CallingObjectMethod, DefiningObjectMethod, DefiningClass, IfChecking, CreatingObject, AssigningValueVariable, Addition, CallingLibraryFunction, TransformingToStringType, BooleanEvaluating, Printing, Concatenation, NestedFunctionCall, CreatingString, Substraction]","[ClassDefinition, +, print(), ReturnStatement, Less, LessOrEqual, AugmentedAssignmentStatement, =, BooleanLiteral, Larger, LargerOrEqual, FunctionCall, StringLiteral, FunctionDefinition, str(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, UnaryOperation, IfStatement, IntegerLiteral, ComparisonExpression, -, BooleanOperation, and]"
ps_hello,"[Printing, CallingLibraryFunction]","[FunctionCall, StringLiteral, print(), ExpressionStatement]"
ps_python_2d_list,"[AddingListElementWithAppend, Multiplication, AssigningValueVariable, NestedForLoopIteration, Create2DArray, CallingLibraryFunction, Addition, Printing, CreatingList, ForLoopWithListIndexing, ForLoopWith*=, ForLoopWith+=, ChangingValueListElement, ChangingValue2DArrayElement]","[ForStatement, +, range(), print(), IntegerLiteral, *, ListLiteral, FunctionCall, append(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression, =]"
ps_python_add_to_list,"[DefiningSimpleFunction, SingleForLoopIteration, FindingLength, CallingLibraryFunction, ForLoopWithListIndexing, ChangingValueListElement, Addition, ChangingValueVariable]","[ForStatement, AugmentedAssignmentStatement, len(), FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression, +, =, range()]"
ps_python_addition,"[Addition, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, Printing]","[+, FunctionCall, IntegerLiteral, print(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_bigger_than,"[Printing, CallingLibraryFunction, BooleanEvaluating]","[print(), Larger, ComparisonExpression, FunctionCall, StringLiteral, ExpressionStatement, BinaryOperation]"
ps_python_calculate_function,"[NestedFunctionCall, Multiplication, CallingSimpleFunction, AssigningValueVariable, Addition, CallingLibraryFunction, Printing, DefiningSimpleFunction]","[+, print(), ReturnStatement, IntegerLiteral, *, FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_class_person,"[CallingObjectMethod, DefiningObjectMethod, DefiningClass, AssigningValueVariable, CreatingObject, CallingLibraryFunction, Printing, Concatenation, NestedFunctionCall]","[ClassDefinition, +, print(), ReturnStatement, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =, init()]"
ps_python_class_point,"[Importing, DefiningObjectMethod, Multiplication, DefiningClass, Addition, AssigningValueVariable, Substraction, CallingLibraryFunction]","[ClassDefinition, +, FunctionDefinition, ReturnStatement, *, ImportStatement, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =, FunctionCall, init()]"
ps_python_comparisons,"[BooleanEvaluating, AssigningValueVariable, Printing, CallingLibraryFunction]","[Larger, ComparisonExpression, FunctionCall, print(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_conditionals_temperature,"[IfElifChecking, NestedIfChecking, Printing, CallingLibraryFunction, BooleanEvaluating]","[print(), LessOrEqual, IfElseStatement, Larger, ComparisonExpression, FunctionCall, StringLiteral, IfElifStatement, ExpressionStatement, BinaryOperation, IntegerLiteral]"
ps_python_dict_filter,"[SingleForLoopIteration, AccessingDictionary, IfCheckingInForLoop, CallingLibraryFunction, Printing, CreatingDictionary, IndexingTuple, ForLoopWithListIndexing, CreatingString, BooleanEvaluating, AssigningValueVariable]","[StringLiteral, ForStatement, print(), IntegerLiteral, Larger, items(), ComparisonExpression, IfStatement, FunctionCall, DictLiteral, ExpressionStatement, BinaryOperation, IndexingExpression]"
ps_python_dict_keys,"[SingleForLoopIteration, AccessingDictionary, IfCheckingInForLoop, CallingLibraryFunction, Printing, CreatingDictionary, IndexingDictionary, BooleanEvaluating, AssigningValueVariable]","[StringLiteral, ForStatement, print(), IntegerLiteral, Larger, IfStatement, FunctionCall, DictLiteral, ExpressionStatement, BinaryOperation, IndexingExpression, ComparisonExpression]"
ps_python_dict_values,"[SingleForLoopIteration, AccessingDictionary, CallingLibraryFunction, ChangingValueVariable, Printing, ForLoopWith+=, Addition, AssigningValueVariable]","[ForStatement, print(), IntegerLiteral, AugmentedAssignmentStatement, in, FunctionCall, values(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, +, =]"
ps_python_for_odd_or_even,"[SingleForLoopIteration, FindRemainder, CallingLibraryFunction, Printing, IfElseCheckingInForLoop, BooleanEvaluating]","[ForStatement, ==, print(), IntegerLiteral, IfElseStatement, ComparisonExpression, in, Modulus, FunctionCall, StringLiteral, ExpressionStatement, BinaryOperation]"
ps_python_iteration_addition,"[SingleWhileLoopIteration, Addition, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, WhileLoopWith+=]","[+, WhileStatement, print(), IntegerLiteral, Less, ComparisonExpression, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_iteration_multiplication,"[SingleWhileLoopIteration, Multiplication, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, WhileLoopWith*=, ChangingValueVariable]","[WhileStatement, print(), IntegerLiteral, Less, *, ComparisonExpression, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =, StringLiteral]"
ps_python_list_iteration_zoo,"[SingleForLoopIteration, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingList]","[ForStatement, print(), in, ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =]"
ps_python_list_to_dict,"[AccessingDictionary, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingDictionary, IndexingDictionary, CreatingTuple, CreatingList]","[DictLiteral, print(), dict(), TupleLiteral, get(), ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =]"
ps_python_modulo_is_even,"[DefiningSimpleFunction, FindRemainder, IfElseChecking, BooleanEvaluating]","[ReturnStatement, IntegerLiteral, BooleanLiteral, IfElseStatement, ComparisonExpression, Modulus, FunctionDefinition, BinaryOperation, ==]"
ps_python_nested_calls,"[Multiplication, NestedFunctionCall, Addition, CallingLibraryFunction, Printing, DefiningSimpleFunction]","[+, print(), ReturnStatement, IntegerLiteral, *, FunctionCall, FunctionDefinition, ExpressionStatement, BinaryOperation]"
ps_python_nested_ifs,"[CallingLibraryFunction, BooleanEvaluating, Printing, IfElifChecking, NestedIfChecking]","[print(), Less, LessOrEqual, IfElseStatement, ComparisonExpression, FunctionCall, StringLiteral, IfElifStatement, ExpressionStatement, BinaryOperation, IntegerLiteral, ==]"
ps_python_nested_lists_indexing,"[Indexing2DArray, AssigningValueVariable, Create2DArray, CallingLibraryFunction, Printing, IndexingList]","[ListLiteral, IntegerLiteral, FunctionCall, print(), SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, =]"
ps_python_nested_loops,"[NestedWhileLoopIteration, Addition, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, WhileLoopWith+=, Substraction]","[+, WhileStatement, print(), IntegerLiteral, Less, Larger, ComparisonExpression, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_printing_file_contents,"[ClosingFile, SingleWhileLoopIteration, AssigningValueVariable, CallingLibraryFunction, ReadingLine, HandlingSpecificError, Printing, OpeningFile, BooleanEvaluating]","[TryStatement, NotEqual, WhileStatement, open(), print(), close(), ComparisonExpression, OSError, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =, readline()]"
ps_python_recursive_factorial,"[IfElseChecking, DefiningRecursiveFunction, BooleanEvaluating, Multiplication, CallingRecursiveFunction, Substraction]","[FunctionDefinition, ReturnStatement, IntegerLiteral, Less, *, IfElseStatement, ComparisonExpression, FunctionCall, -, BinaryOperation]"
ps_python_string_indexing,"[Printing, CallingLibraryFunction, IndexingString, SlicingString, CreatingString, AssigningValueVariable]","[FunctionCall, StringLiteral, print(), ExpressionStatement, UnaryOperation, IndexingExpression, SlicingExpression, IntegerLiteral]"
ps_python_string_join,"[CapitalizeString, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingList, Concatenation, NestedFunctionCall]","[join(), +, print(), capitalize(), ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_swap,"[SwappingValueVariables, AssigningValueVariable]","[SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
ps_python_try_adding,"[Addition, CallingLibraryFunction, HandlingSpecificError, Printing, DefiningSimpleFunction]","[TryStatement, +, print(), ReturnStatement, TypeError, FunctionCall, FunctionDefinition, ExpressionStatement, BinaryOperation, StringLiteral]"
