exercise_name,educational_list,parser_list
ae_adl_functions2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, Division, HandlingFunction, ManagingVariable, Printing, Python]","[+, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, Literal, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_functions3,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, Multiplication, NestedFunctionCall, Printing, Python, Substraction]","[*, +, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, JumpStatement, Literal, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_greet,"[AssigningVariable, CallingFunctionLibrary, HandlingFunction, HandlingInput, ManagingVariable, Printing, Python]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, Literal, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), print()]"
ae_adl_hello,"[CallingFunctionLibrary, CreatingString, HandlingFunction, HandlingString, Printing, Python]","[BuiltInFunction, Call, ExpressionStatement, FunctionCall, Literal, Statement, StringLiteral, print()]"
ae_adl_hiscore1,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, FindMaximum, HandlingFunction, IfChecking, ManagingVariable, Printing, Python, UpdatingVariable]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanLiteral, BuiltInFunction, Call, ClassDefinition, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, IfElifStatement, IfStatement, IntegerLiteral, Larger, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_hiscore2,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, FindMaximum, HandlingFunction, IfChecking, ManagingVariable, Printing, Python, UpdatingVariable]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ClassDefinition, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, IfElifStatement, IfStatement, IntegerLiteral, Larger, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_ifelifelse,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, HandlingFunction, IfElifElseChecking, IfElseChecking, ManagingVariable, Printing, Python, UpdatingVariable]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifElseStatement, IfElifStatement, IntegerLiteral, Larger, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_ifelse,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, FindRemainder, HandlingFunction, IfElifElseChecking, IfElseChecking, ManagingVariable, Printing, Python]","[=, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifStatement, IfElseStatement, IfStatement, IntegerLiteral, Literal, LogicalExpression, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_input1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFunction, HandlingInput, HandlingInteger, ManagingVariable, Multiplication, Printing, Python, TransformingToIntType]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), print()]"
ae_adl_input2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, ManagingVariable, Multiplication, Power, Printing, Python, TransformingToFloatType, TransformingToIntType, UpdatingVariable]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print()]"
ae_adl_lists1,"[AddingListElement, AddingListElementWithAppend, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CreatingList, FindingLength, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingString, IndexingList, IndexingString, ManagingVariable, Printing, Python, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, ListLiteral, ListMethod, Literal, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, append(), len(), list(), print()]"
ae_adl_lists2,"[AssigningVariable, CallingFunctionLibrary, CreatingList, HandlingFunction, HandlingList, ManagingVariable, NonNestedIteration, Printing, Python, SingleForLoopIteration]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IntegerLiteral, IterationStatement, ListLiteral, Literal, LiteralCollection, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, in, list(), print()]"
ae_adl_lists3,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CreatingList, FindingLength, ForLoopWith*=, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingFunction, HandlingList, IndexingList, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, ReplacingListElement, SingleForLoopIteration, UpdatingVariable]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IndexingExpression, IntegerLiteral, IterationStatement, ListLiteral, Literal, LiteralCollection, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, in, len(), list(), print(), range()]"
ae_adl_logic,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CheckingCondition, ManagingVariable, Substraction, UpdatingVariable]","[-, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, ClassDefinition, ComparisonExpression, ComparisonOperator, DefinitionStatement, ExpressionStatement, IntegerLiteral, Larger, LargerOrEqual, Less, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, and, or]"
ae_adl_nested_if,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, HandlingFunction, IfElseChecking, ManagingVariable, NestedIfChecking, Printing, Python]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifStatement, IfElseStatement, IfStatement, IntegerLiteral, LargerOrEqual, Less, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_objects1,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CreatingObject, HandlingFunction, HandlingObjectOrientedProgramming, ManagingVariable, Printing, Python, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ClassMethod, ExpressionStatement, FunctionCall, IntegerLiteral, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, __init()__, print()]"
ae_adl_objects2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingOOPMethod, CheckingCondition, CreatingObject, DefiningClass, DefiningOOPMethod, FindMinimum, HandlingFunction, HandlingObjectOrientedProgramming, IfChecking, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanLiteral, BuiltInFunction, Call, ClassDefinition, ClassMethod, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElifStatement, IfStatement, IntegerLiteral, JumpStatement, Larger, Less, Literal, LogicalExpression, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, __init()__, min(), print()]"
ae_adl_objects3,"[AccessingDictionary, AddingItemToDictionary, Addition, ArithmeticOperation, AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingOOPMethod, CreatingDictionary, CreatingObject, DefiningClass, DefiningFunctionCallingFunction, DefiningOOPMethod, HandlingDictionary, HandlingFunction, HandlingFunctionCallingFunction, HandlingObjectOrientedProgramming, IndexingDictionary, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, ClassMethod, DefinitionStatement, DictLiteral, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, JumpStatement, LiteralCollection, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, SubscriptExpression, __init()__, dict(), print()]"
ae_adl_recursion,"[ArithmeticOperation, BooleanEvaluating, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingRecursiveFunction, CheckingCondition, DefiningFunctionCallingFunction, DefiningRecursiveFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingRecursiveFunction, IfElifElseChecking, IfElseChecking, Multiplication, Printing, Python, Substraction]","[*, -, =, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, ClassDefinition, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElifStatement, IfElseStatement, IfStatement, IntegerLiteral, JumpStatement, Less, Literal, LogicalExpression, NumericLiteral, Operator, ReturnStatement, Statement, StringLiteral, print()]"
ae_adl_returnvalue,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, DefiningStandardFunction, FormattingString, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Printing, Python, TransformingToFloatType, TransformingToIntType]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, JumpStatement, Literal, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, float(), format(), input(), print()]"
ae_adl_simple_arithmetics,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, Multiplication, Printing, Python]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_strings,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, Concatenation, CreatingString, FindingLength, HandlingFunction, HandlingInteger, HandlingString, ManagingVariable, Printing, Python, TransformingToIntType, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, Literal, Operator, SimpleAssignmentStatement, Statement, StringLiteral, len(), print()]"
ae_adl_swap,"[AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, Printing, Python, SwappingVariablesValue, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, int(), print()]"
ae_adl_tryexcept1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingError, HandlingFunction, HandlingInteger, HandlingSpecificError, HandlingStandardFunction, ManagingVariable, Printing, Python, TransformingToIntType, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, Literal, Operator, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, ValueError, int(), print()]"
ae_adl_tryexcept2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, DefiningFunctionCallingFunction, Division, HandlingError, HandlingFunction, HandlingFunctionCallingFunction, HandlingInteger, HandlingSpecificError, ManagingVariable, Printing, Python, TransformingToIntType, UpdatingVariable]","[+, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, Literal, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, ValueError, int(), print()]"
ae_adl_vals_refs1,"[AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, DefiningFunctionCallingFunction, DefiningStandardFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, ManagingVariable, Printing, Python, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, int(), print()]"
ae_adl_vals_refs2,"[AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CreatingList, DefiningFunctionCallingFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingList, IndexingList, ListReferencing, ManagingVariable, Printing, Python, ReplacingListElement, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, ListLiteral, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, list(), print()]"
ae_adl_vals_refs3,"[AssigningVariable, CallingFunctionLibrary, CreatingList, HandlingFunction, HandlingList, HandlingString, IndexingList, IndexingString, ListReferencing, ManagingVariable, Printing, Python, ReplacingListElement, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, ListLiteral, Literal, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, int(), list(), print()]"
ae_adl_variables,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, Printing, Python, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_while,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, HandlingFunction, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith*=, WhileLoopWithUpdate]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Less, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, print()]"
ae_python_assignment,"[Addition, ArithmeticOperation, AssigningVariable, ManagingVariable, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, ExpressionStatement, IntegerLiteral, NumericLiteral, Operator, SimpleAssignmentStatement, Statement]"
ae_python_class1,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CreatingObject, HandlingFunction, HandlingObjectOrientedProgramming, ManagingVariable, Printing, Python, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ClassMethod, ExpressionStatement, FunctionCall, IntegerLiteral, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, __init()__, print()]"
ae_python_class2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingOOPMethod, CheckingCondition, CreatingObject, DefiningClass, DefiningOOPMethod, FindMinimum, HandlingFunction, HandlingObjectOrientedProgramming, IfChecking, IfElseChecking, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ClassDefinition, ClassMethod, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElifStatement, IfStatement, IntegerLiteral, JumpStatement, Larger, Less, Literal, LogicalExpression, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, __init()__, int(), min(), print()]"
ae_python_file,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, CheckingInForLoop, ClosingFile, CreatingList, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingFile, HandlingFunction, HandlingInput, HandlingInteger, HandlingList, HandlingString, IfCheckingInForLoop, IfElseCheckingInForLoop, IndexingList, IndexingString, ManagingVariable, NonNestedIteration, OpeningFile, Printing, Python, ReadingLine, SingleForLoopIteration, SlicingString, SplittingString, TransformingToIntType, TrimmingString, UpdatingVariable]","[=, AssignmentStatement, BooleanExpression, BuiltInFunction, Call, ClassDefinition, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FileMethod, ForStatement, FunctionCall, FunctionDefinition, IfElifStatement, IfStatement, IndexingExpression, IntegerLiteral, IterationStatement, Less, ListLiteral, Literal, LiteralCollection, LogicalExpression, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, close(), in, int(), open(), print(), rstrip(), split()]"
ae_python_float,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, ManagingVariable, Multiplication, Printing, Python, TransformingToFloatType, TransformingToIntType]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Error, ExpressionStatement, FloatLiteral, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, ValueError, float(), input(), print()]"
ae_python_for,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, SingleForLoopIteration, UpdatingVariable]","[*, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IntegerLiteral, IterationStatement, Literal, NumericLiteral, Statement, StringLiteral, print(), range()]"
